"Create Date","Last Name","Company / Account","Entitlement Details"
"02/08/2021","Google Wen2 - YVAA-50531E-64880376 - L&M","SATO KOGYO (S) PTE LTD","Lubrication Oil Replacement(R) - 5000;Oil Filter Replacement(R) - 400;Dryer Filter Replacement(R) - 400;Fine Tune Refrigerant Charge(V) - 2000;Insulation Repair and Painting(V) - 1000;Starter Servicing(R) - 1000;YMU Mobile HEPA Filtration System(V) - 1850;"
"02/08/2021","Google Wen2 - YVAA-50531E-64880375 - L&M","SATO KOGYO (S) PTE LTD","Lubrication Oil Replacement(R) - 5000;Oil Filter Replacement(R) - 400;Dryer Filter Replacement(R) - 400;Fine Tune Refrigerant Charge(V) - 2000;Insulation Repair and Painting(V) - 1000;Starter Servicing(R) - 1000;YMU Mobile HEPA Filtration System(V) - 1850;"
"02/08/2021","Google Wen2 - YK-50611D-64698966 - L&M","SATO KOGYO (S) PTE LTD","Lubrication Oil Replacement(R) - 5000;Oil Filter Replacement(R) - 400;Dryer Filter Replacement(R) - 400;Coolant Liquid (VSD) Replacement(R) - 500;Chemical Descaling(R) - 2000;Fine Tune Refrigerant Charge(V) - 2000;Insulation Repair and Painting(R) - 1000;Starter Servicing(R) - 1000;YMU Mobile HEPA Filtration System(V) - 1850;Cooling Tower Water Treatment(V) - 20000;"
"02/08/2021","Google Wen2 - YK-50611D-64698965 - L&M","SATO KOGYO (S) PTE LTD","Lubrication Oil Replacement(R) - 5000;Oil Filter Replacement(R) - 400;Dryer Filter Replacement(R) - 400;Coolant Liquid (VSD) Replacement(R) - 500;Chemical Descaling(V) - 2000;Fine Tune Refrigerant Charge(V) - 2000;Insulation Repair and Painting(V) - 1000;Starter Servicing(R) - 1000;YMU Mobile HEPA Filtration System(V) - 1850;Cooling Tower Water Treatment(V) - 20000;"
"02/08/2021","Google Wen2 - YK-50611A-75776949 - L&M","SATO KOGYO (S) PTE LTD","Lubrication Oil Replacement(R) - 5000;Oil Filter Replacement(R) - 400;Dryer Filter Replacement(R) - 400;Coolant Liquid (VSD) Replacement(R) - 500;Chemical Descaling(V) - 2000;Fine Tune Refrigerant Charge(V) - 2000;Insulation Repair and Painting(V) - 1000;Starter Servicing(R) - 1000;YMU Mobile HEPA Filtration System(V) - 1850;Cooling Tower Water Treatment(V) - 20000;"
"02/08/2021","MICRON FAB10X - YK-50611H-54016898 - L&M","MICRON SEMICONDUCTOR ASIA OPERATIONS PTE. LTD","Lubrication Oil Replacement(R) - 5000;Oil Filter Replacement(R) - 400;Dryer Filter Replacement(R) - 400;Coolant Liquid (VSD) Replacement(R) - 500;Shaft Seal Replacement(R) - 15000;Thrust Bearing Inspection(V) - 10000;Gasket, Seals and O-Rings Replace(R) - 6000;Water Flow Switch Replacement(R) - 2000;Obsolete Control Panel Replacemen(V) - 20000;Tube Cleaning - Condensor(R) - 1500;Tube Cleaning - Evaporator(V) - 1500;Tube Replacement - Evaporator and(V) - 3000;Chemical Descaling(V) - 2000;Leak Check and Pressure Test(R) - 1000;Fine Tune Refrigerant Charge(R) - 2000;Insulation Repair and Painting(V) - 1000;Chiller End-Sheet Coating(V) - 1500;Starter Servicing(R) - 1000;Motor Revarnishing and Bearing Ch(R) - 35000;Compressor Overhaul(V) - 65000;YMU Mobile HEPA Filtration System(V) - 1850;Cooling Tower Water Treatment(V) - 20000;"
"02/08/2021","MICRON FAB10X - YK-50611H-54016899 - L&M","MICRON SEMICONDUCTOR ASIA OPERATIONS PTE. LTD","Lubrication Oil Replacement(R) - 5000;Oil Filter Replacement(R) - 400;Dryer Filter Replacement(R) - 400;Coolant Liquid (VSD) Replacement(R) - 500;Shaft Seal Replacement(R) - 15000;Gasket, Seals and O-Rings Replace(R) - 6000;Refrigerant Replacement(V) - 8000;Water Flow Switch Replacement(R) - 2000;Tube Replacement - Evaporator and(V) - 3000;Chemical Descaling(R) - 2000;Leak Check and Pressure Test(R) - 1000;Fine Tune Refrigerant Charge(R) - 2000;Insulation Repair and Painting(V) - 1000;Chiller End-Sheet Coating(R) - 1500;Starter Servicing(R) - 1000;Motor Revarnishing and Bearing Ch(R) - 35000;YMU Mobile HEPA Filtration System(V) - 1850;Cooling Tower Water Treatment(V) - 20000;"
"02/08/2021","FRAGRANCE EMPIRE BUILDING - YCA030-C0505045 - L&M","FORTUNA AIR-CONDITIONING & ELECTRICAL PTE.LTD.","Lubrication Oil Replacement(R) - 5000;Oil Filter Replacement(R) - 400;Dryer Filter Replacement(R) - 400;Coolant Liquid (VSD) Replacement(R) - 500;Shaft Seal Replacement(R) - 15000;Gasket, Seals and O-Rings Replace(R) - 6000;Refrigerant Replacement(V) - 8000;Water Flow Switch Replacement(R) - 2000;Tube Replacement - Evaporator and(V) - 3000;Chemical Descaling(R) - 2000;Leak Check and Pressure Test(R) - 1000;Fine Tune Refrigerant Charge(R) - 2000;Insulation Repair and Painting(V) - 1000;Chiller End-Sheet Coating(R) - 1500;Starter Servicing(R) - 1000;Motor Revarnishing and Bearing Ch(R) - 35000;YMU Mobile HEPA Filtration System(V) - 1850;Cooling Tower Water Treatment(V) - 20000;"
"02/08/2021","STM K8 - YMC2-SKCM-350870 - L&M","MICRON SEMICONDUCTOR ASIA OPERATIONS PTE. LTD","Lubrication Oil Replacement(R) - 5000;Oil Filter Replacement(R) - 400;Dryer Filter Replacement(R) - 400;Coolant Liquid (VSD) Replacement(R) - 500;Shaft Seal Replacement(R) - 15000;Gasket, Seals and O-Rings Replace(R) - 6000;Refrigerant Replacement(V) - 8000;Water Flow Switch Replacement(R) - 2000;Tube Replacement - Evaporator and(V) - 3000;Chemical Descaling(R) - 2000;Leak Check and Pressure Test(R) - 1000;Fine Tune Refrigerant Charge(R) - 2000;Insulation Repair and Painting(V) - 1000;Chiller End-Sheet Coating(R) - 1500;Starter Servicing(R) - 1000;Motor Revarnishing and Bearing Ch(R) - 35000;YMU Mobile HEPA Filtration System(V) - 1850;Cooling Tower Water Treatment(V) - 20000;"
"02/08/2021","Institute of Mental Health (IMH) - -YCAV0739EA50-SFSM-590290 - L&M","INSTITUTE OF MENTAL HEALTH","Lubrication Oil Replacement(R) - 5000;Oil Filter Replacement(R) - 400;Dryer Filter Replacement(R) - 400;Coolant Liquid (VSD) Replacement(R) - 500;Shaft Seal Replacement(R) - 15000;Gasket, Seals and O-Rings Replace(R) - 6000;Refrigerant Replacement(V) - 8000;Water Flow Switch Replacement(R) - 2000;Tube Replacement - Evaporator and(V) - 3000;Chemical Descaling(R) - 2000;Leak Check and Pressure Test(R) - 1000;Fine Tune Refrigerant Charge(R) - 2000;Insulation Repair and Painting(V) - 1000;Chiller End-Sheet Coating(R) - 1500;Starter Servicing(R) - 1000;Motor Revarnishing and Bearing Ch(R) - 35000;YMU Mobile HEPA Filtration System(V) - 1850;Cooling Tower Water Treatment(V) - 20000;"
"02/08/2021","MSD Intl GmbH - -HITACHI UA70009280 - L&M","MSD INTERNATIONAL GmbH (SINGAPORE BRANCH)","Lubrication Oil Replacement(R) - 5000;Oil Filter Replacement(R) - 400;Dryer Filter Replacement(R) - 400;Coolant Liquid (VSD) Replacement(R) - 500;Shaft Seal Replacement(R) - 15000;Gasket, Seals and O-Rings Replace(R) - 6000;Refrigerant Replacement(V) - 8000;Water Flow Switch Replacement(R) - 2000;Tube Replacement - Evaporator and(V) - 3000;Chemical Descaling(R) - 2000;Leak Check and Pressure Test(R) - 1000;Fine Tune Refrigerant Charge(R) - 2000;Insulation Repair and Painting(V) - 1000;Chiller End-Sheet Coating(R) - 1500;Starter Servicing(R) - 1000;Motor Revarnishing and Bearing Ch(R) - 35000;YMU Mobile HEPA Filtration System(V) - 1850;Cooling Tower Water Treatment(V) - 20000;"
"02/08/2021","Strategy Building - YK-50611H-65267675 - L&M","YORKOOL PRIVATE LIMITED","Lubrication Oil Replacement(R) - 5000;Oil Filter Replacement(R) - 400;Dryer Filter Replacement(R) - 400;Coolant Liquid (VSD) Replacement(R) - 500;Shaft Seal Replacement(R) - 15000;Gasket, Seals and O-Rings Replace(R) - 6000;Refrigerant Replacement(V) - 8000;Water Flow Switch Replacement(R) - 2000;Tube Replacement - Evaporator and(V) - 3000;Chemical Descaling(R) - 2000;Leak Check and Pressure Test(R) - 1000;Fine Tune Refrigerant Charge(R) - 2000;Insulation Repair and Painting(V) - 1000;Chiller End-Sheet Coating(R) - 1500;Starter Servicing(R) - 1000;Motor Revarnishing and Bearing Ch(R) - 35000;YMU Mobile HEPA Filtration System(V) - 1850;Cooling Tower Water Treatment(V) - 20000;"
"02/08/2021","OUB Centre - YEWS-50611-D64721617 - L&M","SHINRYO SINGAPORE PTE LTD","Lubrication Oil Replacement(R) - 5000;Oil Filter Replacement(R) - 400;Dryer Filter Replacement(R) - 400;Coolant Liquid (VSD) Replacement(R) - 500;Shaft Seal Replacement(R) - 15000;Gasket, Seals and O-Rings Replace(R) - 6000;Refrigerant Replacement(V) - 8000;Water Flow Switch Replacement(R) - 2000;Tube Replacement - Evaporator and(V) - 3000;Chemical Descaling(R) - 2000;Leak Check and Pressure Test(R) - 1000;Fine Tune Refrigerant Charge(R) - 2000;Insulation Repair and Painting(V) - 1000;Chiller End-Sheet Coating(R) - 1500;Starter Servicing(R) - 1000;Motor Revarnishing and Bearing Ch(R) - 35000;YMU Mobile HEPA Filtration System(V) - 1850;Cooling Tower Water Treatment(V) - 20000;"
"02/08/2021","Evonik (Sea) Pte Ltd - -HITACHI CH1 - L&M","EVONIK (SEA) PTE, LTD.","Lubrication Oil Replacement(R) - 5000;Oil Filter Replacement(R) - 400;Dryer Filter Replacement(R) - 400;Coolant Liquid (VSD) Replacement(R) - 500;Shaft Seal Replacement(R) - 15000;Gasket, Seals and O-Rings Replace(R) - 6000;Refrigerant Replacement(V) - 8000;Water Flow Switch Replacement(R) - 2000;Tube Replacement - Evaporator and(V) - 3000;Chemical Descaling(R) - 2000;Leak Check and Pressure Test(R) - 1000;Fine Tune Refrigerant Charge(R) - 2000;Insulation Repair and Painting(V) - 1000;Chiller End-Sheet Coating(R) - 1500;Starter Servicing(R) - 1000;Motor Revarnishing and Bearing Ch(R) - 35000;YMU Mobile HEPA Filtration System(V) - 1850;Cooling Tower Water Treatment(V) - 20000;"
"02/08/2021","Thye Hua Kwan Hospital - YMC2-50611H-65126045 - L&M","DEG Engineering Pte Ltd","Lubrication Oil Replacement(R) - 5000;Oil Filter Replacement(R) - 400;Dryer Filter Replacement(R) - 400;Coolant Liquid (VSD) Replacement(R) - 500;Shaft Seal Replacement(R) - 15000;Gasket, Seals and O-Rings Replace(R) - 6000;Refrigerant Replacement(V) - 8000;Water Flow Switch Replacement(R) - 2000;Tube Replacement - Evaporator and(V) - 3000;Chemical Descaling(R) - 2000;Leak Check and Pressure Test(R) - 1000;Fine Tune Refrigerant Charge(R) - 2000;Insulation Repair and Painting(V) - 1000;Chiller End-Sheet Coating(R) - 1500;Starter Servicing(R) - 1000;Motor Revarnishing and Bearing Ch(R) - 35000;YMU Mobile HEPA Filtration System(V) - 1850;Cooling Tower Water Treatment(V) - 20000;"
"02/08/2021","Northpoint City - YK-50611H-65213110 - L&M","HONEYWELL PTE LTD","Lubrication Oil Replacement(R) - 5000;Oil Filter Replacement(R) - 400;Dryer Filter Replacement(R) - 400;Coolant Liquid (VSD) Replacement(R) - 500;Shaft Seal Replacement(R) - 15000;Gasket, Seals and O-Rings Replace(R) - 6000;Refrigerant Replacement(V) - 8000;Water Flow Switch Replacement(R) - 2000;Tube Replacement - Evaporator and(V) - 3000;Chemical Descaling(R) - 2000;Leak Check and Pressure Test(R) - 1000;Fine Tune Refrigerant Charge(R) - 2000;Insulation Repair and Painting(V) - 1000;Chiller End-Sheet Coating(R) - 1500;Starter Servicing(R) - 1000;Motor Revarnishing and Bearing Ch(R) - 35000;YMU Mobile HEPA Filtration System(V) - 1850;Cooling Tower Water Treatment(V) - 20000;"
"02/08/2021","Northpoint City - YMC2-50611H-65213105 - L&M","HONEYWELL PTE LTD","Lubrication Oil Replacement(R) - 5000;Oil Filter Replacement(R) - 400;Dryer Filter Replacement(R) - 400;Coolant Liquid (VSD) Replacement(R) - 500;Shaft Seal Replacement(V) - 15000;Oil Pump and Actuator Replacement(V) - 12000;Sensors and Transducers Replaceme(V) - 5000;Electronic Components Replacement(V) - 20000;Thrust Bearing Inspection(V) - 10000;Obsolete Control Panel Replacemen(V) - 20000;Tube Cleaning - Condensor(R) - 1500;Tube Cleaning - Evaporator(V) - 1500;Tube Replacement - Evaporator and(V) - 3000;Chemical Descaling(R) - 2000;Leak Check and Pressure Test(V) - 1000;Fine Tune Refrigerant Charge(V) - 2000;Insulation Repair and Painting(V) - 1000;Chiller End-Sheet Coating(R) - 1500;Starter Servicing(R) - 1000;Motor Revarnishing and Bearing Ch(V) - 35000;Compressor Overhaul(V) - 65000;YMU Mobile HEPA Filtration System(V) - 1850;Cooling Tower Water Treatment(V) - 20000;"
"02/08/2021","Northpoint City - YMC2-50611H-65213106 - L&M","HONEYWELL PTE LTD","Lubrication Oil Replacement(R) - 5000;Oil Filter Replacement(R) - 400;Dryer Filter Replacement(R) - 400;Coolant Liquid (VSD) Replacement(R) - 500;Shaft Seal Replacement(V) - 15000;Oil Pump and Actuator Replacement(V) - 12000;Sensors and Transducers Replaceme(V) - 5000;Electronic Components Replacement(V) - 20000;Thrust Bearing Inspection(V) - 10000;Obsolete Control Panel Replacemen(V) - 20000;Tube Cleaning - Condensor(R) - 1500;Tube Cleaning - Evaporator(V) - 1500;Tube Replacement - Evaporator and(V) - 3000;Chemical Descaling(R) - 2000;Leak Check and Pressure Test(V) - 1000;Fine Tune Refrigerant Charge(V) - 2000;Insulation Repair and Painting(V) - 1000;Chiller End-Sheet Coating(R) - 1500;Starter Servicing(R) - 1000;Motor Revarnishing and Bearing Ch(V) - 35000;Compressor Overhaul(V) - 65000;YMU Mobile HEPA Filtration System(V) - 1850;Cooling Tower Water Treatment(V) - 20000;"
"02/08/2021","Northpoint City - YK-50611H-65213103 - L&M","HONEYWELL PTE LTD","Lubrication Oil Replacement(R) - 5000;Oil Filter Replacement(R) - 400;Dryer Filter Replacement(R) - 400;Coolant Liquid (VSD) Replacement(R) - 500;Shaft Seal Replacement(V) - 15000;Oil Pump and Actuator Replacement(V) - 12000;Sensors and Transducers Replaceme(V) - 5000;Electronic Components Replacement(V) - 20000;Thrust Bearing Inspection(V) - 10000;Obsolete Control Panel Replacemen(V) - 20000;Tube Cleaning - Condensor(R) - 1500;Tube Cleaning - Evaporator(V) - 1500;Tube Replacement - Evaporator and(V) - 3000;Chemical Descaling(R) - 2000;Leak Check and Pressure Test(V) - 1000;Fine Tune Refrigerant Charge(V) - 2000;Insulation Repair and Painting(V) - 1000;Chiller End-Sheet Coating(R) - 1500;Starter Servicing(R) - 1000;Motor Revarnishing and Bearing Ch(V) - 35000;Compressor Overhaul(V) - 65000;YMU Mobile HEPA Filtration System(V) - 1850;Cooling Tower Water Treatment(V) - 20000;"
"02/08/2021","Strategy Building - YK-50611H-65267678 - L&M","YORKOOL PRIVATE LIMITED","Lubrication Oil Replacement(R) - 5000;Oil Filter Replacement(R) - 400;Dryer Filter Replacement(R) - 400;Coolant Liquid (VSD) Replacement(R) - 500;Shaft Seal Replacement(V) - 15000;Oil Pump and Actuator Replacement(V) - 12000;Sensors and Transducers Replaceme(V) - 5000;Electronic Components Replacement(V) - 20000;Thrust Bearing Inspection(V) - 10000;Obsolete Control Panel Replacemen(V) - 20000;Tube Cleaning - Condensor(R) - 1500;Tube Cleaning - Evaporator(V) - 1500;Tube Replacement - Evaporator and(V) - 3000;Chemical Descaling(R) - 2000;Leak Check and Pressure Test(V) - 1000;Fine Tune Refrigerant Charge(V) - 2000;Insulation Repair and Painting(V) - 1000;Chiller End-Sheet Coating(R) - 1500;Starter Servicing(R) - 1000;Motor Revarnishing and Bearing Ch(V) - 35000;Compressor Overhaul(V) - 65000;YMU Mobile HEPA Filtration System(V) - 1850;Cooling Tower Water Treatment(V) - 20000;"
"02/08/2021","Novartis Nto Solid - YK-50611H-65299595 - L&M","NOVARTIS SINGAPORE PHARMACEUTICAL MANUFACTURING PTE LTD NSPM PTE LTD: BIOPHAMOPS","Lubrication Oil Replacement(R) - 5000;Oil Filter Replacement(R) - 400;Dryer Filter Replacement(R) - 400;Coolant Liquid (VSD) Replacement(R) - 500;Shaft Seal Replacement(V) - 15000;Oil Pump and Actuator Replacement(V) - 12000;Sensors and Transducers Replaceme(V) - 5000;Electronic Components Replacement(V) - 20000;Thrust Bearing Inspection(V) - 10000;Obsolete Control Panel Replacemen(V) - 20000;Tube Cleaning - Condensor(R) - 1500;Tube Cleaning - Evaporator(V) - 1500;Tube Replacement - Evaporator and(V) - 3000;Chemical Descaling(R) - 2000;Leak Check and Pressure Test(V) - 1000;Fine Tune Refrigerant Charge(V) - 2000;Insulation Repair and Painting(V) - 1000;Chiller End-Sheet Coating(R) - 1500;Starter Servicing(R) - 1000;Motor Revarnishing and Bearing Ch(V) - 35000;Compressor Overhaul(V) - 65000;YMU Mobile HEPA Filtration System(V) - 1850;Cooling Tower Water Treatment(V) - 20000;"
"02/08/2021","Micron Fab 10 - YK-50611M-65557746 - L&M","MICRON SEMICONDUCTOR ASIA OPERATIONS PTE. LTD","Lubrication Oil Replacement(R) - 5000;Oil Filter Replacement(R) - 400;Dryer Filter Replacement(R) - 400;Coolant Liquid (VSD) Replacement(R) - 500;Shaft Seal Replacement(V) - 15000;Oil Pump and Actuator Replacement(V) - 12000;Sensors and Transducers Replaceme(V) - 5000;Electronic Components Replacement(V) - 20000;Thrust Bearing Inspection(V) - 10000;Obsolete Control Panel Replacemen(V) - 20000;Tube Cleaning - Condensor(R) - 1500;Tube Cleaning - Evaporator(V) - 1500;Tube Replacement - Evaporator and(V) - 3000;Chemical Descaling(R) - 2000;Leak Check and Pressure Test(V) - 1000;Fine Tune Refrigerant Charge(V) - 2000;Insulation Repair and Painting(V) - 1000;Chiller End-Sheet Coating(R) - 1500;Starter Servicing(R) - 1000;Motor Revarnishing and Bearing Ch(V) - 35000;Compressor Overhaul(V) - 65000;YMU Mobile HEPA Filtration System(V) - 1850;Cooling Tower Water Treatment(V) - 20000;"
"02/08/2021","MICRON FAB10X - YK-50611N-65625413 - L&M","MICRON SEMICONDUCTOR ASIA OPERATIONS PTE. LTD","Lubrication Oil Replacement(R) - 5000;Oil Filter Replacement(R) - 400;Dryer Filter Replacement(R) - 400;Coolant Liquid (VSD) Replacement(R) - 500;Shaft Seal Replacement(V) - 15000;Oil Pump and Actuator Replacement(V) - 12000;Sensors and Transducers Replaceme(V) - 5000;Electronic Components Replacement(V) - 20000;Thrust Bearing Inspection(V) - 10000;Obsolete Control Panel Replacemen(V) - 20000;Tube Cleaning - Condensor(R) - 1500;Tube Cleaning - Evaporator(V) - 1500;Tube Replacement - Evaporator and(V) - 3000;Chemical Descaling(R) - 2000;Leak Check and Pressure Test(V) - 1000;Fine Tune Refrigerant Charge(V) - 2000;Insulation Repair and Painting(V) - 1000;Chiller End-Sheet Coating(R) - 1500;Starter Servicing(R) - 1000;Motor Revarnishing and Bearing Ch(V) - 35000;Compressor Overhaul(V) - 65000;YMU Mobile HEPA Filtration System(V) - 1850;Cooling Tower Water Treatment(V) - 20000;"
"02/08/2021","MICRON FAB10X - YK-50611N-65625416 - L&M","MICRON SEMICONDUCTOR ASIA OPERATIONS PTE. LTD","Lubrication Oil Replacement(R) - 5000;Oil Filter Replacement(R) - 400;Dryer Filter Replacement(R) - 400;Coolant Liquid (VSD) Replacement(R) - 500;Shaft Seal Replacement(V) - 15000;Oil Pump and Actuator Replacement(V) - 12000;Sensors and Transducers Replaceme(V) - 5000;Electronic Components Replacement(V) - 20000;Thrust Bearing Inspection(V) - 10000;Obsolete Control Panel Replacemen(V) - 20000;Tube Cleaning - Condensor(R) - 1500;Tube Cleaning - Evaporator(V) - 1500;Tube Replacement - Evaporator and(V) - 3000;Chemical Descaling(R) - 2000;Leak Check and Pressure Test(V) - 1000;Fine Tune Refrigerant Charge(V) - 2000;Insulation Repair and Painting(V) - 1000;Chiller End-Sheet Coating(R) - 1500;Starter Servicing(R) - 1000;Motor Revarnishing and Bearing Ch(V) - 35000;Compressor Overhaul(V) - 65000;YMU Mobile HEPA Filtration System(V) - 1850;Cooling Tower Water Treatment(V) - 20000;"
"02/08/2021","MICRON FAB10X - YK-50611N-65625417 - L&M","MICRON SEMICONDUCTOR ASIA OPERATIONS PTE. LTD","Lubrication Oil Replacement(R) - 5000;Oil Filter Replacement(R) - 400;Dryer Filter Replacement(R) - 400;Coolant Liquid (VSD) Replacement(R) - 500;Shaft Seal Replacement(V) - 15000;Oil Pump and Actuator Replacement(V) - 12000;Sensors and Transducers Replaceme(V) - 5000;Electronic Components Replacement(V) - 20000;Thrust Bearing Inspection(V) - 10000;Obsolete Control Panel Replacemen(V) - 20000;Tube Cleaning - Condensor(R) - 1500;Tube Cleaning - Evaporator(V) - 1500;Tube Replacement - Evaporator and(V) - 3000;Chemical Descaling(R) - 2000;Leak Check and Pressure Test(V) - 1000;Fine Tune Refrigerant Charge(V) - 2000;Insulation Repair and Painting(V) - 1000;Chiller End-Sheet Coating(R) - 1500;Starter Servicing(R) - 1000;Motor Revarnishing and Bearing Ch(V) - 35000;Compressor Overhaul(V) - 65000;YMU Mobile HEPA Filtration System(V) - 1850;Cooling Tower Water Treatment(V) - 20000;"
"02/08/2021","Jewel Changi Airport (T1) - YK-50611N-65665622 - L&M","SHINRYO SINGAPORE PTE LTD","Lubrication Oil Replacement(R) - 5000;Oil Filter Replacement(R) - 400;Dryer Filter Replacement(R) - 400;Coolant Liquid (VSD) Replacement(R) - 500;Shaft Seal Replacement(V) - 15000;Oil Pump and Actuator Replacement(V) - 12000;Sensors and Transducers Replaceme(V) - 5000;Electronic Components Replacement(V) - 20000;Thrust Bearing Inspection(V) - 10000;Obsolete Control Panel Replacemen(V) - 20000;Tube Cleaning - Condensor(R) - 1500;Tube Cleaning - Evaporator(V) - 1500;Tube Replacement - Evaporator and(V) - 3000;Chemical Descaling(R) - 2000;Leak Check and Pressure Test(V) - 1000;Fine Tune Refrigerant Charge(V) - 2000;Insulation Repair and Painting(V) - 1000;Chiller End-Sheet Coating(R) - 1500;Starter Servicing(R) - 1000;Motor Revarnishing and Bearing Ch(V) - 35000;Compressor Overhaul(V) - 65000;YMU Mobile HEPA Filtration System(V) - 1850;Cooling Tower Water Treatment(V) - 20000;"
"02/08/2021","Jewel Changi Airport (T1) - YK-50611N-65665623 - L&M","SHINRYO SINGAPORE PTE LTD","Lubrication Oil Replacement(R) - 5000;Oil Filter Replacement(R) - 400;Dryer Filter Replacement(R) - 400;Coolant Liquid (VSD) Replacement(R) - 500;Shaft Seal Replacement(V) - 15000;Oil Pump and Actuator Replacement(V) - 12000;Sensors and Transducers Replaceme(V) - 5000;Electronic Components Replacement(V) - 20000;Thrust Bearing Inspection(V) - 10000;Obsolete Control Panel Replacemen(V) - 20000;Tube Cleaning - Condensor(R) - 1500;Tube Cleaning - Evaporator(V) - 1500;Tube Replacement - Evaporator and(V) - 3000;Chemical Descaling(R) - 2000;Leak Check and Pressure Test(V) - 1000;Fine Tune Refrigerant Charge(V) - 2000;Insulation Repair and Painting(V) - 1000;Chiller End-Sheet Coating(R) - 1500;Starter Servicing(R) - 1000;Motor Revarnishing and Bearing Ch(V) - 35000;Compressor Overhaul(V) - 65000;YMU Mobile HEPA Filtration System(V) - 1850;Cooling Tower Water Treatment(V) - 20000;"
"02/08/2021","Jewel Changi Airport (T1) - YK-50611N-65665617 - L&M","SHINRYO SINGAPORE PTE LTD","Lubrication Oil Replacement(R) - 5000;Oil Filter Replacement(R) - 400;Dryer Filter Replacement(R) - 400;Coolant Liquid (VSD) Replacement(R) - 500;Shaft Seal Replacement(R) - 15000;Gasket, Seals and O-Rings Replace(R) - 6000;Refrigerant Replacement(V) - 8000;Water Flow Switch Replacement(R) - 2000;Tube Replacement - Evaporator and(V) - 3000;Chemical Descaling(R) - 2000;Leak Check and Pressure Test(R) - 1000;Fine Tune Refrigerant Charge(R) - 2000;Insulation Repair and Painting(V) - 1000;Chiller End-Sheet Coating(R) - 1500;Starter Servicing(R) - 1000;Motor Revarnishing and Bearing Ch(R) - 35000;YMU Mobile HEPA Filtration System(V) - 1850;Cooling Tower Water Treatment(V) - 20000;"
"02/08/2021","Jewel Changi Airport (T1) - YK-50611N-65803791 - L&M","SHINRYO SINGAPORE PTE LTD","Lubrication Oil Replacement(R) - 5000;Oil Filter Replacement(R) - 400;Dryer Filter Replacement(R) - 400;Coolant Liquid (VSD) Replacement(R) - 500;Shaft Seal Replacement(R) - 15000;Gasket, Seals and O-Rings Replace(R) - 6000;Refrigerant Replacement(V) - 8000;Water Flow Switch Replacement(R) - 2000;Tube Replacement - Evaporator and(V) - 3000;Chemical Descaling(R) - 2000;Leak Check and Pressure Test(R) - 1000;Fine Tune Refrigerant Charge(R) - 2000;Insulation Repair and Painting(V) - 1000;Chiller End-Sheet Coating(R) - 1500;Starter Servicing(R) - 1000;Motor Revarnishing and Bearing Ch(R) - 35000;YMU Mobile HEPA Filtration System(V) - 1850;Cooling Tower Water Treatment(V) - 20000;"
